NAPS_ID,EMS_ID,STATION_NAME,REGION,OWNER,DATE,MONTH,YEAR,MONTHLY1-HR_AVG-STATION,ANNUAL1-HR_AVG-STATION,MONTHLY1-HR_AVG-REGION,ANNUAL1-HR_AVG-REGION
100316,E264882,Langford Lakewood Elementary School,01 - Vancouver Island,ENV,2009-07-01 00:00,7,2009,0.81,0.681,4.696,2.661
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2009-07-01 00:00,7,2009,29.669,8.898,4.696,2.661
100304,E231866,Victoria Topaz,01 - Vancouver Island,ENV,2009-07-01 01:00,7,2009,2.827,1.374,4.696,2.661
10,0110501,Port Alice Trailer,01 - Vancouver Island,INDUSTRY,2009-07-01 00:00,7,2009,4.588,4.392,4.696,2.661
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2009-07-01 00:00,7,2009,0.297,0.591,4.696,2.661
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2009-07-01 00:00,7,2009,0.268,0.612,4.696,2.661
10,E266302,Quadra Island Cape Mudge Village,01 - Vancouver Island,INDUSTRY,2009-07-01 00:00,7,2009,0.713,0.542,4.696,2.661
10,E277063,Victoria James Bay MAML,01 - Vancouver Island,ENV,2009-08-01 00:00,8,2009,2.519,3.108,3.506,2.661
106700,E273443,Crofton Escarpment Way,01 - Vancouver Island,INDUSTRY,2009-08-01 00:00,8,2009,0.151,0.517,3.506,2.661
100316,E264882,Langford Lakewood Elementary School,01 - Vancouver Island,ENV,2009-08-01 00:00,8,2009,0.495,0.681,3.506,2.661
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2009-08-01 00:00,8,2009,15.58,8.898,3.506,2.661
100304,E231866,Victoria Topaz,01 - Vancouver Island,ENV,2009-08-01 00:00,8,2009,2.367,1.374,3.506,2.661
10,0110501,Port Alice Trailer,01 - Vancouver Island,INDUSTRY,2009-08-01 00:00,8,2009,6.642,4.392,3.506,2.661
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2009-08-01 00:00,8,2009,0.375,0.591,3.506,2.661
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2009-08-01 00:00,8,2009,0.473,0.612,3.506,2.661
10,E266302,Quadra Island Cape Mudge Village,01 - Vancouver Island,INDUSTRY,2009-08-01 00:00,8,2009,0.612,0.542,3.506,2.661
106700,E273443,Crofton Escarpment Way,01 - Vancouver Island,INDUSTRY,2009-09-01 00:00,9,2009,0.243,0.517,2.398,2.661
100316,E264882,Langford Lakewood Elementary School,01 - Vancouver Island,ENV,2009-09-01 00:00,9,2009,0.764,0.681,2.398,2.661
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2009-09-01 00:00,9,2009,8.644,8.898,2.398,2.661
100304,E231866,Victoria Topaz,01 - Vancouver Island,ENV,2009-09-01 00:00,9,2009,1.486,1.374,2.398,2.661
10,0110501,Port Alice Trailer,01 - Vancouver Island,INDUSTRY,2009-09-01 00:00,9,2009,6.456,4.392,2.398,2.661
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2009-09-01 00:00,9,2009,0.224,0.591,2.398,2.661
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2009-09-01 01:00,9,2009,0.791,0.612,2.398,2.661
10,E266302,Quadra Island Cape Mudge Village,01 - Vancouver Island,INDUSTRY,2009-09-01 00:00,9,2009,0.518,0.542,2.398,2.661
106700,E273443,Crofton Escarpment Way,01 - Vancouver Island,INDUSTRY,2009-10-01 00:00,10,2009,0.678,0.517,2.068,2.661
100316,E264882,Langford Lakewood Elementary School,01 - Vancouver Island,ENV,2009-10-01 00:00,10,2009,0.615,0.681,2.068,2.661
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2009-10-01 00:00,10,2009,7.051,8.898,2.068,2.661
100304,E231866,Victoria Topaz,01 - Vancouver Island,ENV,2009-10-01 00:00,10,2009,1.17,1.374,2.068,2.661
10,0110501,Port Alice Trailer,01 - Vancouver Island,INDUSTRY,2009-10-01 00:00,10,2009,4.742,4.392,2.068,2.661
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2009-10-01 00:00,10,2009,0.937,0.591,2.068,2.661
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2009-10-01 00:00,10,2009,0.597,0.612,2.068,2.661
10,E266302,Quadra Island Cape Mudge Village,01 - Vancouver Island,INDUSTRY,2009-10-01 00:00,10,2009,0.677,0.542,2.068,2.661
107000,E221821,Rumble Beach Hospital,01 - Vancouver Island,INDUSTRY,2009-11-12 16:00,11,2009,5.479,9.026,1.133,2.661
106700,E273443,Crofton Escarpment Way,01 - Vancouver Island,INDUSTRY,2009-11-01 00:00,11,2009,0.945,0.517,1.133,2.661
100316,E264882,Langford Lakewood Elementary School,01 - Vancouver Island,ENV,2009-11-01 00:00,11,2009,0.478,0.681,1.133,2.661
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2009-11-01 00:00,11,2009,0.352,8.898,1.133,2.661
100304,E231866,Victoria Topaz,01 - Vancouver Island,ENV,2009-11-01 00:00,11,2009,0.794,1.374,1.133,2.661
10,0110501,Port Alice Trailer,01 - Vancouver Island,INDUSTRY,2009-11-01 00:00,11,2009,1.312,4.392,1.133,2.661
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2009-11-01 00:00,11,2009,1.045,0.591,1.133,2.661
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2009-11-01 00:00,11,2009,0.765,0.612,1.133,2.661
10,E266302,Quadra Island Cape Mudge Village,01 - Vancouver Island,INDUSTRY,2009-11-01 00:00,11,2009,0.688,0.542,1.133,2.661
107000,E221821,Rumble Beach Hospital,01 - Vancouver Island,INDUSTRY,2009-12-01 00:00,12,2009,22.194,9.026,4.108,2.661
106700,E273443,Crofton Escarpment Way,01 - Vancouver Island,INDUSTRY,2009-12-01 00:00,12,2009,0.704,0.517,4.108,2.661
100316,E264882,Langford Lakewood Elementary School,01 - Vancouver Island,ENV,2009-12-01 01:00,12,2009,0.703,0.681,4.108,2.661
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2009-12-01 00:00,12,2009,7.988,8.898,4.108,2.661
100304,E231866,Victoria Topaz,01 - Vancouver Island,ENV,2009-12-01 00:00,12,2009,0.909,1.374,4.108,2.661
10,0110501,Port Alice Trailer,01 - Vancouver Island,INDUSTRY,2009-12-01 00:00,12,2009,0.667,4.392,4.108,2.661
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2009-12-01 00:00,12,2009,1.406,0.591,4.108,2.661
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2009-12-01 00:00,12,2009,0.948,0.612,4.108,2.661
10,E266302,Quadra Island Cape Mudge Village,01 - Vancouver Island,INDUSTRY,2009-12-01 00:00,12,2009,0.649,0.542,4.108,2.661
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2010-01-01 01:00,1,2010,0.46,7.612,2.043,3.088
100316,E264882,Langford Lakewood Elementary School,01 - Vancouver Island,ENV,2010-01-05 12:00,1,2010,1.208,0.813,2.043,3.088
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2010-01-01 00:00,1,2010,1.079,0.949,2.043,3.088
106700,E273443,Crofton Escarpment Way,01 - Vancouver Island,INDUSTRY,2010-01-01 00:00,1,2010,0.879,1.389,2.043,3.088
100304,E231866,Victoria Topaz,01 - Vancouver Island,ENV,2010-01-01 00:00,1,2010,0.905,1.293,2.043,3.088
10,E266302,Quadra Island Cape Mudge Village,01 - Vancouver Island,INDUSTRY,2010-01-01 00:00,1,2010,0.727,0.957,2.043,3.088
107000,E221821,Rumble Beach Hospital,01 - Vancouver Island,INDUSTRY,2010-01-01 00:00,1,2010,9.99,8.499,2.043,3.088
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2010-01-01 00:00,1,2010,0.907,1.362,2.043,3.088
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2010-02-01 00:00,2,2010,11.257,7.612,3.917,3.088
100316,E264882,Langford Lakewood Elementary School,01 - Vancouver Island,ENV,2010-02-01 00:00,2,2010,0.704,0.813,3.917,3.088
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2010-02-01 00:00,2,2010,1.263,0.949,3.917,3.088
106700,E273443,Crofton Escarpment Way,01 - Vancouver Island,INDUSTRY,2010-02-01 00:00,2,2010,1.214,1.389,3.917,3.088
100304,E231866,Victoria Topaz,01 - Vancouver Island,ENV,2010-02-01 00:00,2,2010,0.772,1.293,3.917,3.088
10,E266302,Quadra Island Cape Mudge Village,01 - Vancouver Island,INDUSTRY,2010-02-01 00:00,2,2010,1.0,0.957,3.917,3.088
107000,E221821,Rumble Beach Hospital,01 - Vancouver Island,INDUSTRY,2010-02-01 00:00,2,2010,13.118,8.499,3.917,3.088
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2010-02-01 01:00,2,2010,1.364,1.362,3.917,3.088
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2010-03-01 00:00,3,2010,3.802,7.612,2.234,3.088
100316,E264882,Langford Lakewood Elementary School,01 - Vancouver Island,ENV,2010-03-01 00:00,3,2010,0.915,0.813,2.234,3.088
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2010-03-01 00:00,3,2010,1.229,0.949,2.234,3.088
106700,E273443,Crofton Escarpment Way,01 - Vancouver Island,INDUSTRY,2010-03-01 00:00,3,2010,0.417,1.389,2.234,3.088
100304,E231866,Victoria Topaz,01 - Vancouver Island,ENV,2010-03-01 00:00,3,2010,0.564,1.293,2.234,3.088
10,E266302,Quadra Island Cape Mudge Village,01 - Vancouver Island,INDUSTRY,2010-03-01 00:00,3,2010,1.43,0.957,2.234,3.088
107000,E221821,Rumble Beach Hospital,01 - Vancouver Island,INDUSTRY,2010-03-01 00:00,3,2010,8.432,8.499,2.234,3.088
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2010-03-01 00:00,3,2010,0.698,1.362,2.234,3.088
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2010-04-01 00:00,4,2010,9.212,7.612,3.477,3.088
100316,E264882,Langford Lakewood Elementary School,01 - Vancouver Island,ENV,2010-04-01 01:00,4,2010,0.763,0.813,3.477,3.088
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2010-04-01 00:00,4,2010,0.85,0.949,3.477,3.088
106700,E273443,Crofton Escarpment Way,01 - Vancouver Island,INDUSTRY,2010-04-02 11:00,4,2010,1.098,1.389,3.477,3.088
100304,E231866,Victoria Topaz,01 - Vancouver Island,ENV,2010-04-01 00:00,4,2010,0.653,1.293,3.477,3.088
10,E266302,Quadra Island Cape Mudge Village,01 - Vancouver Island,INDUSTRY,2010-04-01 01:00,4,2010,1.049,0.957,3.477,3.088
107000,E221821,Rumble Beach Hospital,01 - Vancouver Island,INDUSTRY,2010-04-01 00:00,4,2010,11.592,8.499,3.477,3.088
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2010-04-01 00:00,4,2010,1.389,1.362,3.477,3.088
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2010-05-01 00:00,5,2010,4.614,7.612,2.215,3.088
100316,E264882,Langford Lakewood Elementary School,01 - Vancouver Island,ENV,2010-05-01 00:00,5,2010,0.813,0.813,2.215,3.088
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2010-05-01 00:00,5,2010,0.958,0.949,2.215,3.088
106700,E273443,Crofton Escarpment Way,01 - Vancouver Island,INDUSTRY,2010-05-01 00:00,5,2010,1.399,1.389,2.215,3.088
100304,E231866,Victoria Topaz,01 - Vancouver Island,ENV,2010-05-01 00:00,5,2010,1.977,1.293,2.215,3.088
10,E266302,Quadra Island Cape Mudge Village,01 - Vancouver Island,INDUSTRY,2010-05-01 00:00,5,2010,0.829,0.957,2.215,3.088
107000,E221821,Rumble Beach Hospital,01 - Vancouver Island,INDUSTRY,2010-05-01 00:00,5,2010,5.483,8.499,2.215,3.088
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2010-05-01 00:00,5,2010,1.473,1.362,2.215,3.088
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2010-06-01 00:00,6,2010,5.799,7.612,2.301,3.088
100316,E264882,Langford Lakewood Elementary School,01 - Vancouver Island,ENV,2010-06-04 17:00,6,2010,0.384,0.813,2.301,3.088
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2010-06-01 00:00,6,2010,0.829,0.949,2.301,3.088
106700,E273443,Crofton Escarpment Way,01 - Vancouver Island,INDUSTRY,2010-06-01 00:00,6,2010,1.266,1.389,2.301,3.088
100304,E231866,Victoria Topaz,01 - Vancouver Island,ENV,2010-06-01 00:00,6,2010,0.728,1.293,2.301,3.088
10,E266302,Quadra Island Cape Mudge Village,01 - Vancouver Island,INDUSTRY,2010-06-01 00:00,6,2010,0.818,0.957,2.301,3.088
107000,E221821,Rumble Beach Hospital,01 - Vancouver Island,INDUSTRY,2010-06-01 00:00,6,2010,6.897,8.499,2.301,3.088
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2010-06-01 00:00,6,2010,1.429,1.362,2.301,3.088
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2010-07-01 00:00,7,2010,24.612,7.612,4.94,3.088
100316,E264882,Langford Lakewood Elementary School,01 - Vancouver Island,ENV,2010-07-01 00:00,7,2010,0.804,0.813,4.94,3.088
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2010-07-01 00:00,7,2010,0.626,0.949,4.94,3.088
106700,E273443,Crofton Escarpment Way,01 - Vancouver Island,INDUSTRY,2010-07-01 00:00,7,2010,3.065,1.389,4.94,3.088
100304,E231866,Victoria Topaz,01 - Vancouver Island,ENV,2010-07-01 00:00,7,2010,2.233,1.293,4.94,3.088
10,E266302,Quadra Island Cape Mudge Village,01 - Vancouver Island,INDUSTRY,2010-07-01 00:00,7,2010,0.844,0.957,4.94,3.088
107000,E221821,Rumble Beach Hospital,01 - Vancouver Island,INDUSTRY,2010-07-01 00:00,7,2010,4.816,8.499,4.94,3.088
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2010-07-01 00:00,7,2010,2.231,1.362,4.94,3.088
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2010-08-01 00:00,8,2010,18.697,7.612,4.456,3.088
100316,E264882,Langford Lakewood Elementary School,01 - Vancouver Island,ENV,2010-08-01 00:00,8,2010,0.983,0.813,4.456,3.088
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2010-08-01 00:00,8,2010,0.638,0.949,4.456,3.088
106700,E273443,Crofton Escarpment Way,01 - Vancouver Island,INDUSTRY,2010-08-01 00:00,8,2010,2.496,1.389,4.456,3.088
100304,E231866,Victoria Topaz,01 - Vancouver Island,ENV,2010-08-01 01:00,8,2010,1.643,1.293,4.456,3.088
10,E266302,Quadra Island Cape Mudge Village,01 - Vancouver Island,INDUSTRY,2010-08-01 00:00,8,2010,0.96,0.957,4.456,3.088
107000,E221821,Rumble Beach Hospital,01 - Vancouver Island,INDUSTRY,2010-08-01 00:00,8,2010,8.36,8.499,4.456,3.088
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2010-08-01 00:00,8,2010,1.914,1.362,4.456,3.088
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2010-09-01 00:00,9,2010,8.102,7.612,3.385,3.088
100316,E264882,Langford Lakewood Elementary School,01 - Vancouver Island,ENV,2010-09-01 00:00,9,2010,0.736,0.813,3.385,3.088
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2010-09-01 00:00,9,2010,0.852,0.949,3.385,3.088
106700,E273443,Crofton Escarpment Way,01 - Vancouver Island,INDUSTRY,2010-09-01 00:00,9,2010,1.696,1.389,3.385,3.088
100304,E231866,Victoria Topaz,01 - Vancouver Island,ENV,2010-09-01 00:00,9,2010,1.535,1.293,3.385,3.088
10,E266302,Quadra Island Cape Mudge Village,01 - Vancouver Island,INDUSTRY,2010-09-01 00:00,9,2010,1.017,0.957,3.385,3.088
107000,E221821,Rumble Beach Hospital,01 - Vancouver Island,INDUSTRY,2010-09-01 01:00,9,2010,8.303,8.499,3.385,3.088
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2010-09-01 00:00,9,2010,1.376,1.362,3.385,3.088
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2010-10-01 00:00,10,2010,2.566,7.612,2.858,3.088
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2010-10-01 00:00,10,2010,0.935,0.949,2.858,3.088
106700,E273443,Crofton Escarpment Way,01 - Vancouver Island,INDUSTRY,2010-10-28 13:00,10,2010,0.506,1.389,2.858,3.088
100304,E231866,Victoria Topaz,01 - Vancouver Island,ENV,2010-10-01 00:00,10,2010,1.919,1.293,2.858,3.088
107000,E221821,Rumble Beach Hospital,01 - Vancouver Island,INDUSTRY,2010-10-01 00:00,10,2010,8.021,8.499,2.858,3.088
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2010-10-01 00:00,10,2010,1.09,1.362,2.858,3.088
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2010-11-01 00:00,11,2010,1.87,7.612,2.515,3.088
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2010-11-01 00:00,11,2010,0.967,0.949,2.515,3.088
106700,E273443,Crofton Escarpment Way,01 - Vancouver Island,INDUSTRY,2010-11-01 00:00,11,2010,0.82,1.389,2.515,3.088
100304,E231866,Victoria Topaz,01 - Vancouver Island,ENV,2010-11-01 00:00,11,2010,1.181,1.293,2.515,3.088
107000,E221821,Rumble Beach Hospital,01 - Vancouver Island,INDUSTRY,2010-11-01 00:00,11,2010,8.552,8.499,2.515,3.088
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2010-11-01 00:00,11,2010,1.33,1.362,2.515,3.088
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2010-12-01 00:00,12,2010,0.506,7.612,2.344,3.088
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2010-12-01 00:00,12,2010,1.191,0.949,2.344,3.088
106700,E273443,Crofton Escarpment Way,01 - Vancouver Island,INDUSTRY,2010-12-01 00:00,12,2010,0.697,1.389,2.344,3.088
100304,E231866,Victoria Topaz,01 - Vancouver Island,ENV,2010-12-01 00:00,12,2010,1.293,1.293,2.344,3.088
107000,E221821,Rumble Beach Hospital,01 - Vancouver Island,INDUSTRY,2010-12-01 00:00,12,2010,8.895,8.499,2.344,3.088
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2010-12-10 02:00,12,2010,1.046,1.362,2.344,3.088
106700,E273443,Crofton Escarpment Way,01 - Vancouver Island,INDUSTRY,2011-01-01 00:00,1,2011,0.409,1.269,2.327,2.457
107000,E221821,Rumble Beach Hospital,01 - Vancouver Island,INDUSTRY,2011-01-01 00:00,1,2011,10.376,7.943,2.327,2.457
102102,E229797,Nanaimo Labieux Road,01 - Vancouver Island,ENV,2011-01-01 00:00,1,2011,0.74,0.929,2.327,2.457
100308,E240337,Colwood City Hall,01 - Vancouver Island,ENV,2011-01-25 01:00,1,2011,1.217,0.982,2.327,2.457
107001,E221822,Port Alice Lake Road,01 - Vancouver Island,INDUSTRY,2011-01-01 00:00,1,2011,0.505,4.099,2.327,2.457
106701,E220217,Crofton Substation,01 - Vancouver Island,INDUSTRY,2011-01-01 00:00,1,2011,0.897,1.301,2.327,2.457
